Location Name,Care homes beds,Location Postal Code,Care Services
The Spinnies,4,NG15 8AF,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
The Old Vicarage,9,NG16 5NP,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Pinfold Lodge Nursing Home,34,YO14 0PS,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability
Moors Park House,37,TQ14 9RH,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability
Bidna House,12,EX39 1NU,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health
Amesbury Abbey Care Home,45,SP4 7EX,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Sensory Impairment
Sutton Manor Care Home,38,SO21 3JX,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Sensory Impairment
Towerhouse Residential Home,8,NW10 2HP,Nursing Or Personal Care; Residential Home; Dementia; Older People
Grangemoor House Nursing Home,30,WS7 0BG,Nursing Or Personal Care; Nursing Home; Mental Health
The Lodge Nursing Home,14,WS7 0BG,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health
Marmion Nursing Home,24,B77 2BH,Nursing Or Personal Care; Nursing Home; Mental Health; Older People; Young Adults
St Bernadettes Nursing Home,27,YO11 2TD,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Treetops Nursing Home,24,YO12 6AD,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health
Sutton Veny House,28,BA12 7BJ,Nursing Or Personal Care; Nursing Home; Older People; Young Adults
The Crown Rest Home,18,PE32 2DJ,Nursing Or Personal Care; Residential Home; Older People
Heathland House,73,BH22 9LZ,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment; Young Adults
Hazel Garth,24,WF11 0LG,Nursing Or Personal Care; Residential Home; Dementia; Older People
Great Glens Facility,22,NN8 1NB,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
Dovecote Lodge,28,WF4 6DJ,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Flanshaw Lodge,26,WF2 9JE,Nursing Or Personal Care; Residential Home; Dementia; Older People
Field House Residential Home Limited,21,B17 0BS,Nursing Or Personal Care; Residential Home; Older People
Holland House,5,DN14 6XA,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Sensory Impairment
Mariners Park Care Home,36,CH44 0HN,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
St Teresa's Nursing Home,70,BA2 9AE,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Eden Mansions Nursing Home,102,SK9 4HD,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Young Adults
Jean Elizabeth Residential Care Ltd,10,NN14 4HE,Nursing Or Personal Care; Residential Home; Dementia; Older People
Summerlands,31,RH16 1RW,Nursing Or Personal Care; Residential Home; Older People
Kemsing Road Respite Service,4,SE10 0LL,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
Tudor House,24,PO21 2TB,Nursing Or Personal Care; Residential Home; Dementia; Older People
Knightswood Care Home,27,BL6 5LS,Nursing Or Personal Care; Residential Home; Dementia; Older People
Wombwell Hall,120,DA11 8BL,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Westfield Park Care Home,111,DN14 5PW,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability
Amadeus House,17,W5 2HT,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
Regency Court,22,BD21 4NA,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People
Hoar Cross Nursing Home,51,DE13 8RA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability
Cedar Court Nursing Home,30,DE15 0QX,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Young Adults
Cedar Court Nursing Home (Dementia Unit),45,DE15 0QX,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Redmount Residential Care Home,36,TQ11 0BY,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability
Langwith Lodge Care Home,54,NG20 9ES,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Rosewood House,78,NE8 2YE,Nursing Or Personal Care; Nursing Home; Older People
Chalkwell Grange,48,SS9 1LS,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment
Stepping Stones Red Marley,19,GL19 3JU,Nursing Or Personal Care; Nursing Home; LD & Autism; Mental Health; Older People; Young Adults
Oakleigh Lodge Residential Home,15,BN3 4FJ,Nursing Or Personal Care; Residential Home; Older People; Young Adults
Honeywood House Nursing Home,25,RH12 3QD,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Drumconner Lancing,60,BN15 8RJ,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability
Chilton Croft Nursing Home,32,CO10 2RN,Nursing Or Personal Care; Personal Care; Nursing Home; Dementia; Older People; Physical Disability
Aldersmead Care Home,38,PO21 1JA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Thurleston Residential Home,37,IP1 6TJ,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment
Waterloo Care Home,36,BH21 6RD,Nursing Or Personal Care; Residential Home; Dementia; Older People
Westbury Nursing Home And Westbury Garden Suite,114,BS9 3JH,Nursing Or Personal Care; Nursing Home; Residential Home; Older People; Young Adults
Sutton Court Care Centre,63,SM3 9JL,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Young Adults
St Katharine's House,76,OX12 8EA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Young Adults
Moorhaven Care Home Ltd,33,OL1 4HR,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Walton House,4,WV4 6DX,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Castle House Nursing Home Limited,47,TA11 6DX,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Young Adults
Welbeck House,4,WV10 9LS,Nursing Or Personal Care; Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Sensory Impairment
Hilton House,3,WV4 6DR,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People; Physical Disability; Sensory Impairment
Bentley House Care Centre,50,CV9 2HQ,Nursing Or Personal Care; Nursing Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
The Hadlows,9,TN9 1PA,Nursing Or Personal Care; Residential Home; LD & Autism; Young Adults
Millstream House,22,ME2 3BT,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Young Adults
Ridgeway,6,ME7 4AS,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Older People; Young Adults
Quay Court Care Centre,48,TQ7 1HN,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Young Adults
Kahala Court,32,TQ7 1JN,Nursing Or Personal Care; Residential Home; Older People
Eastcroft Nursing Home,20,SM7 3EX,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment
Cavendish Care Homes Limited,21,CO15 1AZ,Nursing Or Personal Care; Residential Home; Dementia; Older People
Mrs Valerie Bullman - 18 Leafdown Close,1,WS12 2NJ,Nursing Or Personal Care; Residential Home; LD & Autism
The White House Residential Care Home,16,PR3 1EN,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Twin Oaks Nursing Home,49,NR5 9NJ,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Trees Nursing Home,21,IP20 9JA,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Hamstead House,4,B19 1DB,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Mental Health; Young Adults
Rainbows House,4,S63 6AN,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
The Maples,24,BN10 8SZ,Nursing Or Personal Care; Residential Home; Older People; Young Adults
Lennox Lodge,30,TN39 5HL,Nursing Or Personal Care; Residential Home; Older People
Raven House,6,BB10 2PS,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Sensory Impairment; Young Adults
Byron Court,2,NG5 6FF,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Physical Disability; Sensory Impairment
Lydia Eva Court,89,NR31 7PZ,Nursing Or Personal Care; Residential Home; Dementia; Older People
Bournedale House,11,B17 8BL,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Young Adults
Oatlands Care Limited,43,SE20 8TJ,Nursing Or Personal Care; Residential Home; Dementia
Kirby Grange Residential Home,31,LE9 9FG,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
The Grange Rest Home Limited,26,BN3 4GJ,Nursing Or Personal Care; Residential Home; Older People
Hazelwell Lodge,50,TA19 9BQ,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
Marine Court Residential Home,40,NR30 4EW,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment
Port Regis,70,CT10 3PR,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Douglas Court,43,DE23 8LH,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
The Granleys,17,GL51 7BE,Nursing Or Personal Care; Residential Home; LD & Autism
Wessex Lodge Nursing Home,40,RG28 7DX,Nursing Or Personal Care; Nursing Home; Dementia; Older People
Berehill House Care Home,35,RG28 7DX,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment
Lonnen Grove,6,S61 1AJ,Nursing Or Personal Care; Nursing Home; LD & Autism; Older People; Young Adults
Grasmere Rest Home,25,SM2 6ST,Nursing Or Personal Care; Residential Home; Dementia; Older People
Lime Tree House Residential Home,30,BN8 5ES,Nursing Or Personal Care; Residential Home; Older People
Bennerley Fields Centre,20,DE7 8PF,Nursing Or Personal Care; Residential Home; Dementia; Older People; Physical Disability; Sensory Impairment; Young Adults
Signature at Hendon Hall,102,NW4 1HG,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment; Young Adults
Charnwood House,4,NG22 0DJ,Nursing Or Personal Care; Residential Home; LD & Autism
Conifer Lodge Residential Home,20,LE18 1AB,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment
The Knowles,38,CV4 9GN,Nursing Or Personal Care; Residential Home; Dementia; Older People; Young Adults
Villa Maria Private Nursing Home,26,CR2 7BB,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Young Adults
George Potter House,69,SW11 3JR,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Sensory Impairment
Harrow Council - Bedford House,20,HA5 3TD,Nursing Or Personal Care; Residential Home; LD & Autism
Harrow Council - 14-15 Kenton  Road,14,HA1 2BW,Nursing Or Personal Care; Residential Home; Mental Health
Vauxhall Court Care Home,33,PE21 0JW,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
Highmead House,32,NN9 5TY,Nursing Or Personal Care; Residential Home; Dementia; Older People
Woodlands,22,PR9 0DT,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health; Physical Disability
Sunflowers Care Ltd,4,CB24 8UQ,Nursing Home; Childrens Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
Sidmouth Nursing Home,29,EX10 9EZ,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability
The Gables,5,EX39 3NJ,Nursing Or Personal Care; Nursing Home; LD & Autism; Young Adults
The Old Vicarage Care Home,44,S45 9AQ,Nursing Or Personal Care; Residential Home; Older People; Young Adults
Binley Woods,5,CV3 2BB,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Mental Health; Young Adults
Mowbray House,6,DL15 9JG,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Mental Health; Sensory Impairment; Young Adults
The Daltons,6,SR7 8QT,Nursing Or Personal Care; Residential Home; Childrens Home; LD & Autism; Mental Health; Young Adults
The Dene Lodge - Minehead,39,TA24 6BQ,Nursing Or Personal Care; Residential Home; Dementia; Older People
Sable Cottage Nursing Home,39,CW6 0RZ,Nursing Or Personal Care; Nursing Home; Residential Home; Dementia; Older People; Young Adults
Oval Residential Home,3,CR0 6BN,Nursing Or Personal Care; Residential Home; Dementia; LD & Autism; Mental Health; Older People
Oval Residential Home - 170 Oval Road,3,CR0 6BN,Nursing Or Personal Care; Residential Home; LD & Autism
Roland Residential Care Homes - 6 Old Park Ridings,10,N21 2EU,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
Roland Residential Care Homes - 6 Compton Road,7,N21 3NX,Nursing Or Personal Care; Residential Home; Mental Health; Young Adults
National Star College - Ullenwood,88,GL53 9QU,Nursing Or Personal Care; Personal Care; Nursing Home; Childrens Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
Britannia Lodge,15,SS0 8BJ,Nursing Or Personal Care; Nursing Home; Mental Health; Older People; Young Adults
The Old Vicarage Care Home,36,NE29 6SL,Nursing Or Personal Care; Residential Home; Dementia; Older People
Riverswey,3,GU23 6DL,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Living Ambitions Limited - 32 Ringstead Road,6,SM1 4SJ,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Living Ambitions Limited - 231 Stafford Road,6,SM6 9BX,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Living Ambitions Limited - 89 Grosvenor Avenue,5,SM5 3EN,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Living Ambitions Limited - 63a Victoria Avenue,7,SM6 7JP,Nursing Or Personal Care; Residential Home; LD & Autism; Older People; Young Adults
Newlands Nursing Care Centre,25,GL54 1EJ,Nursing Or Personal Care; Personal Care; Nursing Home; Older People; Physical Disability; Sensory Impairment
Apna House,13,B18 5NE,Nursing Or Personal Care; Residential Home; LD & Autism; Mental Health
Stallingborough Lodge Care Home,47,DN41 8AF,Nursing Or Personal Care; Nursing Home; Older People; Physical Disability; Sensory Impairment; Young Adults
Aranlaw House Care Home,47,BH13 6HZ,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People
The Lawns,41,DT4 7QU,Nursing Or Personal Care; Residential Home; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Young Adults
Solent Cliffs Nursing Home Limited,40,PO14 3JS,Nursing Or Personal Care; Nursing Home; Dementia; Older People; Physical Disability; Young Adults
Briar House,6,RH6 0AE,Nursing Or Personal Care; Residential Home; LD & Autism; Physical Disability; Sensory Impairment; Young Adults
